Comment,Lemmatized_Comment,Overall_CB_Status,Sexual_Type1,Sexual_Type2,Physical_Appearance,Race,Intellectual,General_Hate
oh get Whatever,oh get Whatever,0,0,0,0,0,0,0
glad see curiosity wish still wrestling would much fun way cheers likes way man,glad see curiosity wish still wrestling would much fun way cheer like way man,0,0,0,0,0,0,0
posted video wwe bray wyatt agents zack ryder video next,posted video wwe bray wyatt agent zack ryder video next,0,0,0,0,0,0,0
read comment,read comment,0,0,0,0,0,0,0
del rio still better bigger,del rio still better bigger,0,0,0,0,0,0,0
anybody roster better biggerPeace orion belts moves bigger bigger scab still trying get break punk retard really held belt maybe year days getting count outs disqualified count del rio richPeace wrestle rings around bigger proven watching wrestling since nowPeacePeace damn youngsters think everything fake Peace yea injuries,anybody roster better biggerPeace orion belt move bigger bigger scab still trying get break punk retard really held belt maybe year day getting count out disqualified count del rio richPeace wrestle ring around bigger proven watching wrestling since nowPeacePeace damn youngster think everything fake Peace yea injury,1,0,0,0,0,1,1
listen still call man ok,listen still call man ok,0,0,0,0,0,0,0
del rio champ bigger hahahahahahah,del rio champ bigger hahahahahahah,0,0,0,0,0,0,0
totally agree injuries fake well done,totally agree injury fake well done,0,0,0,0,0,0,0
telling my better bigger even seen wrestle sells move better anyone currentWhatever word sell never heard means make move opponent seem believableWhatever orion belts yeah also company since Whatever bigger lost world championship still feed titleWhatever trying get break think got itWhatever am punk retard hahahaWhatever held belt days officially documented wweWhatever guarantee dislike del rio like week turning heel speakWhatever del rio terrific wrestler even better preformerWhatever watching wrestling since nowWhatever funny decade know lot youWhatever oh hundredth time point fake fucking dickheadWhatever,telling my better bigger even seen wrestle sell move better anyone currentWhatever word sell never heard mean make move opponent seem believableWhatever orion belt yeah also company since Whatever bigger lost world championship still feed titleWhatever trying get break think got itWhatever am punk retard hahahaWhatever held belt day officially documented wweWhatever guarantee dislike del rio like week turning heel speakWhatever del rio terrific wrestler even better preformerWhatever watching wrestling since nowWhatever funny decade know lot youWhatever oh hundredth time point fake fucking dickheadWhatever,0,0,0,0,0,0,0
current roster,current roster,0,0,0,0,0,0,0
buzz like insignificant wasp enormous faggot,buzz like insignificant wasp enormous faggot,1,1,0,0,0,0,0
sorry hurting feelings fatty,sorry hurting feeling fatty,1,0,0,1,0,0,0
dude nice try though bud besides call lifter could fuck dumb korean ass,dude nice try though bud besides call lifter could fuck dumb korean as,1,0,0,0,1,1,0
shut clue,shut clue,0,0,0,0,0,0,0
banged cousin friends know little buddy,banged cousin friend know little buddy,1,1,0,0,0,0,0
shut banged well sister cousin,shut banged well sister cousin,1,1,0,0,0,0,0
apparently fucked man year old find roofies recall event occurring nonexistent sister two male cousins sounds like flaming homosexual hands dude digging deeper grave,apparently fucked man year old find roofy recall event occurring nonexistent sister two male cousin sound like flaming homosexual hand dude digging deeper grave,1,1,1,0,0,0,0
seriously get back japan wherever came know wrestling fuck cousins,seriously get back japan wherever came know wrestling fuck cousin,1,1,0,0,1,0,0
listen shut hell faggot go get life get job forget bigger support good guys fag,listen shut hell faggot go get life get job forget bigger support good guy fag,1,0,1,0,0,0,0
hahaha makes think japan white funny thing knew first thing wrestling would know japanese know average wrestling fans oh live canada live britain could butthurt faggot hell get life get job liking good guys knew anything wrestling would know bigger turning good guy del rio turning bad guy oh yeah forgot casual faggot like wrestling years,hahaha make think japan white funny thing knew first thing wrestling would know japanese know average wrestling fan oh live canada live britain could butthurt faggot hell get life get job liking good guy knew anything wrestling would know bigger turning good guy del rio turning bad guy oh yeah forgot casual faggot like wrestling year,1,0,1,0,0,0,0
infact love wrestling sad person get life del rio one faces turning bad faggot,infact love wrestling sad person get life del rio one face turning bad faggot,0,0,1,0,0,0,0
let guess watching shit product past two years get fuck kid know shit wrestling del rio fantastic wrestler even better worker cannot admit bigger want air dick ass,let guess watching shit product past two year get fuck kid know shit wrestling del rio fantastic wrestler even better worker cannot admit bigger want air dick as,1,1,0,0,0,0,0
shut go wiggle arse in front niggers face bastard,shut go wiggle arse in front nigger face bastard,1,0,0,0,0,0,0
better getting dick ass fucking homo would probably appreciate sign shirt del rios sperm asshole,better getting dick as fucking homo would probably appreciate sign shirt del rio sperm asshole,1,1,1,0,0,0,0
good rather niggers shut hell wiggle ass japan alcohol consumer japan plus know thing wrestling,good rather nigger shut hell wiggle as japan alcohol consumer japan plus know thing wrestling,1,0,0,0,0,0,0
ever say getting niggers said wrestling fans japan know average every country world consumer japanese alcohol dipshit better get facts straight watching shit decade half pretty sure know hell lot,ever say getting nigger said wrestling fan japan know average every country world consumer japanese alcohol dipshit better get fact straight watching shit decade half pretty sure know hell lot,1,0,0,0,0,1,0
shut alcoholic,shut alcoholic,1,0,0,0,0,0,1
alberto dear sucks,alberto dear suck,1,0,0,0,0,0,1
ok suck alberto,ok suck alberto,1,0,0,0,0,0,1
jajajaja best,jajajaja best,0,0,0,0,0,0,0
jajajaja wildronnie Smile,jajajaja wildronnie Smile,0,0,0,0,0,0,0
laughing cool,laughing cool,0,0,0,0,0,0,0
marry,marry,0,0,0,0,0,0,0
nice ron,nice ron,0,0,0,0,0,0,0
definitely,definitely,0,0,0,0,0,0,0
hahahahahaha silly,hahahahahaha silly,0,0,0,0,0,0,0
man ugly,man ugly,1,0,0,1,0,0,1
compliment crack head one johns hold water get laughing loud,compliment crack head one john hold water get laughing loud,1,0,0,0,0,0,1
fixes mistakes yet nothing ever say makes sense with illiterate piece trash anyone bully threatening us Pretzel bullying olds dumbass,fix mistake yet nothing ever say make sense with illiterate piece trash anyone bully threatening u Pretzel bullying old dumbass,1,0,0,0,0,1,1
hey keep tagging Pretzel continue comment dumbass part yes get,hey keep tagging Pretzel continue comment dumbass part yes get,1,0,0,0,0,1,0
like fighting fat old know better wait know like right hahaha,like fighting fat old know better wait know like right hahaha,1,0,0,1,0,0,0
beginning theink make past the grade giving little credit say graduated is degree illiterate,beginning theink make past the grade giving little credit say graduated is degree illiterate,0,0,0,0,0,0,0
oh soo scared lol ill shut shut since never going happen cause keep coming back guess never end ahahahahaha stu eat hamburger fucken ugly store save kid sure hungry,oh soo scared lol ill shut shut since never going happen cause keep coming back guess never end ahahahahaha stu eat hamburger fucken ugly store save kid sure hungry,1,0,0,1,0,0,0
slut whore dumbfuck thing know find crack pipe bitch,slut whore dumbfuck thing know find crack pipe bitch,1,1,0,0,0,0,1
laughing love store using one Pretzel nope going continue since continue fucking tag dumb cunt,laughing love store using one Pretzel nope going continue since continue fucking tag dumb cunt,1,0,0,0,0,1,0
head,head,0,0,0,0,0,0,0
oh wow mature thing say right go jump bridge well bitch come time fun good try stop fucking tagging idiot,oh wow mature thing say right go jump bridge well bitch come time fun good try stop fucking tagging idiot,1,0,0,0,0,1,0
o buckwild status laughing loud sounds fun,o buckwild status laughing loud sound fun,0,0,0,0,0,0,0
laughing oh deaf,laughing oh deaf,0,0,0,0,0,0,0
yea dumb look typed like fuck bitch,yea dumb look typed like fuck bitch,1,0,0,0,0,0,0
yea cuz made sense fucking moron said see tiny ass picture Pretzel far ugly sweetie annoying fuck like care say really haggard ass trifle cunt like means shit thought said like human resources ago noodles cunt,yea cuz made sense fucking moron said see tiny as picture Pretzel far ugly sweetie annoying fuck like care say really haggard as trifle cunt like mean shit thought said like human resource ago noodle cunt,1,0,0,1,0,1,1
try,try,0,0,0,0,0,0,0
good one hoe nice try though,good one hoe nice try though,0,0,0,0,0,0,0
daft,daft,0,0,0,0,0,0,0
dats actually great idea,dat actually great idea,0,0,0,0,0,0,0
correction spends day gettin raped random men money sits corner mcdonald's sayin spare change spare change reason mcdonald's cuz ever even gets money right buy fat ass daughter food,correction spends day gettin raped random men money sits corner mcdonald's sayin spare change spare change reason mcdonald's cuz ever even get money right buy fat as daughter food,1,1,0,0,0,0,1
laughing love comments twice human resources later says back bitches cuz quiet hour dumb bitch haha would love see facebook comments getting bet hilarious long continue tag us going anywhere Pretzel going say want got bitch,laughing love comment twice human resource later say back bitch cuz quiet hour dumb bitch haha would love see facebook comment getting bet hilarious long continue tag u going anywhere Pretzel going say want got bitch,1,0,0,0,0,1,0
considering bullied child nice try sweetie please show bullied anyone oh yea right cannot fucking happen one telling olds go suck dicks Pretzel talking shit deceased mother fucking bully cunt,considering bullied child nice try sweetie please show bullied anyone oh yea right cannot fucking happen one telling old go suck dick Pretzel talking shit deceased mother fucking bully cunt,1,1,0,0,0,0,0
exactly thinking threats Pretzel bullying going looked something uh negative bitch,exactly thinking threat Pretzel bullying going looked something uh negative bitch,1,0,0,0,0,0,0
ooh harass stop fucking tagging dumb cunt,ooh harass stop fucking tagging dumb cunt,1,0,0,0,0,1,0
bitch aint shit likes like said even let crackhead ass plane come jersey lets see walk walk bitch like said live bayonet ill even give address considering probably even know,bitch aint shit like like said even let crackhead as plane come jersey let see walk walk bitch like said live bayonet ill even give address considering probably even know,1,0,0,0,0,0,1
well proving big lowlife piece shit scumbag loser life,well proving big lowlife piece shit scumbag loser life,1,0,0,0,0,0,1
far oblivious sickening,far oblivious sickening,1,0,0,0,0,1,0
keep tagging tell fuck shut stop tagging Pretzel would come back dumbass simple procedure,keep tagging tell fuck shut stop tagging Pretzel would come back dumbass simple procedure,1,0,0,0,0,1,0
jerk bitch past month half done nothin talk shit wonder family let alone daughter like cuz nothin piece shit garbage fuck gets raped money get feel deserve much money cuz probably make never wanna rape cuz disgusting crackhead self gave fucking studs bitch,jerk bitch past month half done nothin talk shit wonder family let alone daughter like cuz nothin piece shit garbage fuck get raped money get feel deserve much money cuz probably make never wanna rape cuz disgusting crackhead self gave fucking stud bitch,1,1,0,0,0,0,1
actually life family cares parents probably abandoned wen born cuz could deal wit ugly ass,actually life family care parent probably abandoned wen born cuz could deal wit ugly as,1,0,0,1,0,0,0
slut probably tried sex wit kid,slut probably tried sex wit kid,1,1,0,0,0,0,0
scared fucking lowlife crackhead wit fat ass daughter going report woods,scared fucking lowlife crackhead wit fat as daughter going report wood,1,1,0,1,0,0,0
bitch come back continue tag shit fucking moron cannot comprehend statement yes ig everyday celebrities running mouth acting like harass like Pretzel bullying threatening people yes dumb fucking cunt,bitch come back continue tag shit fucking moron cannot comprehend statement yes ig everyday celebrity running mouth acting like harass like Pretzel bullying threatening people yes dumb fucking cunt,1,0,0,0,0,1,0
havent talked shit hours maybe dats good sigh got killed oh happy would,havent talked shit hour maybe dat good sigh got killed oh happy would,1,0,0,0,0,0,0
ever got killed theyll celebrating instagram know would,ever got killed theyll celebrating instagram know would,1,0,0,0,0,0,0
waitin bitch try put hands put fucking brick wall say lowlife bitch please jug repeating every sayin,waitin bitch try put hand put fucking brick wall say lowlife bitch please jug repeating every sayin,1,0,0,0,0,0,0
exactly fucking dumbass hits dats child abuse cuz know,exactly fucking dumbass hit dat child abuse cuz know,1,0,0,0,0,1,0
jug still child,jug still child,0,0,0,0,0,0,0
still child abuse bitch,still child abuse bitch,1,0,0,0,0,0,1
yet bullies laughing look saying moron seriously one stupid,yet bully laughing look saying moron seriously one stupid,1,0,0,0,0,1,0
real stupidest person ever talked,real stupidest person ever talked,1,0,0,0,0,1,0
stupidest,stupidest,1,0,0,0,0,1,0
excuse know age fucking matter dumb bitch bullying matter age laughing one telling us get hit cars kill etc worthless piece shit crackhead,excuse know age fucking matter dumb bitch bullying matter age laughing one telling u get hit car kill etc worthless piece shit crackhead,1,0,0,0,0,1,1
since said bitch havent commented think cuz afraid gonna show police probably keeps talkin shit,since said bitch havent commented think cuz afraid gonna show police probably keep talkin shit,1,0,0,0,0,0,0
us back dumb cunt started shit back fucken lowlife,u back dumb cunt started shit back fucken lowlife,1,0,0,0,0,1,1
know dats exactly going cuz talk shit say comin us bitch ever see jersey swear uncles grave gonna fuck,know dat exactly going cuz talk shit say comin u bitch ever see jersey swear uncle grave gonna fuck,1,0,0,0,0,0,0
jersey,jersey,0,0,0,0,0,0,0
spell ever fuck wanna spell got problem try solve bitch,spell ever fuck wanna spell got problem try solve bitch,1,0,0,0,0,0,0
fault shit gone long really hope nothing bad happening kid since ig al day everyday like wrinkly old boyfriend nuts smacking kids chin saying perverts watch bad things happen time knows happening,fault shit gone long really hope nothing bad happening kid since ig al day everyday like wrinkly old boyfriend nut smacking kid chin saying pervert watch bad thing happen time know happening,1,1,0,0,0,0,0
yes dumb fucking blind cunt bully child damn ridiculous,yes dumb fucking blind cunt bully child damn ridiculous,1,0,0,0,0,1,0
like said sure screenshot prove worthless fuck,like said sure screenshot prove worthless fuck,1,0,0,0,0,0,0
oh god dense fucking stupid ass hoe learn fucking spell try call people retarded fucking idiot keep threatening go better bullshit lies bullying child like said show please bitch,oh god dense fucking stupid as hoe learn fucking spell try call people retarded fucking idiot keep threatening go better bullshit lie bullying child like said show please bitch,1,0,0,0,0,1,1
bitch yes spell ig college writing paper jug fucking graduated the grade familiar considering never went passed kindergarten retarded fuck,bitch yes spell ig college writing paper jug fucking graduated the grade familiar considering never went passed kindergarten retarded fuck,1,0,0,0,0,1,0
quick jump everyone spelling shit cannot spell either fucking read,quick jump everyone spelling shit cannot spell either fucking read,1,0,0,0,0,1,0
exactly instagram spell everything perfect problem wit come solve,exactly instagram spell everything perfect problem wit come solve,0,0,0,0,0,0,0
on,on,0,0,0,0,0,0,0
right cuz always everyone else laughing loud,right cuz always everyone else laughing loud,0,0,0,0,0,0,0
see bitch,see bitch,1,0,0,0,0,0,0
knew yes meant lol good thing yes caught seen laughing loud,knew yes meant lol good thing yes caught seen laughing loud,0,0,0,0,0,0,0
laughing time least things Winking,laughing time least thing Winking,0,0,0,0,0,0,0
bitch say ron ugly sucks sure reading whole conversation sure wondering thing fuck going drop dead deal wit ugly ass,bitch say ron ugly suck sure reading whole conversation sure wondering thing fuck going drop dead deal wit ugly as,1,0,0,1,0,0,0
mistake meant ugly crackhead ass enjoys raped always comes,mistake meant ugly crackhead as enjoys raped always come,1,1,0,0,0,1,0
cracks said thing pretty much pics maybe much Pretzel go away doubtful wishful thinking,crack said thing pretty much pic maybe much Pretzel go away doubtful wishful thinking,0,0,0,0,0,0,0
right fucking looney toon,right fucking looney toon,1,0,0,0,0,0,1
bout comin wit new comebacks stop say shit crackhead,bout comin wit new comeback stop say shit crackhead,1,0,0,0,0,0,0
laughing clearly everyone see fucked us try sweetie,laughing clearly everyone see fucked u try sweetie,1,0,0,0,0,0,1
bravo best thing heard day overtime open crusty cocksucker everyone unintelligent,bravo best thing heard day overtime open crusty cocksucker everyone unintelligent,1,1,0,0,0,1,0
know say thing bitch ass even talk cuz bully bitch yes mom teach respect cuz great mom something know callin cops rite,know say thing bitch as even talk cuz bully bitch yes mom teach respect cuz great mom something know callin cop rite,1,0,0,0,0,0,0
thinks joking really call cops sick bitch ass,think joking really call cop sick bitch as,1,0,0,0,0,0,0
sugar daddy probably likes mayo chipped ham legs,sugar daddy probably like mayo chipped ham leg,1,1,0,0,0,0,0
her,her,1,0,0,0,0,0,0
blah blah blah lies far mother nothing neglecting hag life secretly loves page blowing,blah blah blah lie far mother nothing neglecting hag life secretly love page blowing,1,0,0,0,0,0,1
soo freaked lame like dam atleast google good comeback,soo freaked lame like dam atleast google good comeback,1,0,0,0,0,0,0
laughing loud one needs help one ranting like crazy crackhead insist harassing suh would angelina think bully mother poor poor child original already dumbass already said any dumb trailer trash chicks never making past grade,laughing loud one need help one ranting like crazy crackhead insist harassing suh would angelina think bully mother poor poor child original already dumbass already said any dumb trailer trash chick never making past grade,1,0,0,0,0,0,0
oh hurt laughing loud mad cause dad probably wanted abort,oh hurt laughing loud mad cause dad probably wanted abort,1,0,0,0,0,0,1
harassment filed formal complaint against really need get life stop stalking Whatever really needs block page since harass leave rude commentsWhateverWhateverWhateverand think mother disgrace,harassment filed formal complaint against really need get life stop stalking Whatever really need block page since harass leave rude commentsWhateverWhateverWhateverand think mother disgrace,0,0,0,0,0,0,0
good,good,0,0,0,0,0,0,0
kiss fat kid mouth file away submitted report pictures comments pages harassing bring Whatever please block crazy stalker already,kiss fat kid mouth file away submitted report picture comment page harassing bring Whatever please block crazy stalker already,1,0,0,0,0,0,1
like said million times yet cannot read never bullied fucking child child matter could read right woulda seen weeks ago started shit good luck false reports Pretzel way go tagging us stupid saying pictures page thinking cannot see news flash sweetheart seen cuz smarter Pretzel see pics jokes,like said million time yet cannot read never bullied fucking child child matter could read right woulda seen week ago started shit good luck false report Pretzel way go tagging u stupid saying picture page thinking cannot see news flash sweetheart seen cuz smarter Pretzel see pic joke,1,0,0,0,0,1,0
yea know get around yes moron seen pics tagged Pretzel Pretzel one tried tag know whole user name yup nice try Pretzel sent seen nothing private online moron ways around everything Pretzel know,yea know get around yes moron seen pic tagged Pretzel Pretzel one tried tag know whole user name yup nice try Pretzel sent seen nothing private online moron way around everything Pretzel know,1,0,0,0,0,1,0
really worried nothing crazy stalker spending life harassing people pathetic ass,really worried nothing crazy stalker spending life harassing people pathetic as,1,0,0,0,0,0,1
yea right full shit could see pics would see clearly fat ugly Pretzel constantly post pics Pretzel tag people think cannot see fucking idiot,yea right full shit could see pic would see clearly fat ugly Pretzel constantly post pic Pretzel tag people think cannot see fucking idiot,1,0,0,0,0,1,0
latest picture periods dumb thing ones tagged us pics ugly self Pretzel videos get cannot see shit mine,latest picture period dumb thing one tagged u pic ugly self Pretzel video get cannot see shit mine,1,0,0,1,0,0,0
soo pathetic tagging us videos lame ass cunt like dam bitch get life get crackwhore ass feed kid salad soo much energy wasted ronnie page instead taking care kid,soo pathetic tagging u video lame as cunt like dam bitch get life get crackwhore as feed kid salad soo much energy wasted ronnie page instead taking care kid,1,0,0,0,0,0,1
tag us videos dunno bitching us though cuz phone play pics sent yes tagged us either way pathetic fuck,tag u video dunno bitching u though cuz phone play pic sent yes tagged u either way pathetic fuck,1,0,0,0,0,0,0
within last mins pathetic,within last min pathetic,0,0,0,0,0,0,0
pathetic proves point home issues tagging us pictures fucken sick head think shut fuck make sick,pathetic prof point home issue tagging u picture fucken sick head think shut fuck make sick,1,0,0,0,0,0,1
private little bitch want people see real judge like judging everyone else low self esteem bash everyone else get life,private little bitch want people see real judge like judging everyone else low self esteem bash everyone else get life,1,0,0,0,0,0,1
pathetic commented pretty much pictures little obsessive matter many times say ugly going people agree watch mouth chick nothing compared ronnie,pathetic commented pretty much picture little obsessive matter many time say ugly going people agree watch mouth chick nothing compared ronnie,1,0,0,0,0,0,1
exactly jack private yet thinks knows look like Pretzel calls us fat Pretzel ugly old profile private seen ratchet jump pathetic,exactly jack private yet think know look like Pretzel call u fat Pretzel ugly old profile private seen ratchet jump pathetic,1,0,0,0,0,0,0
well bring game shea troll laughing loud,well bring game shea troll laughing loud,0,0,0,0,0,0,0
right life seriously obsessed ronnie,right life seriously obsessed ronnie,0,0,0,0,0,0,0
going go laughing loud,going go laughing loud,0,0,0,0,0,0,0
haha yup laughing loud,haha yup laughing loud,0,0,0,0,0,0,0
seriously never seen anything like life see pics tagging Pretzel page thinking cannot see Pretzel sent,seriously never seen anything like life see pic tagging Pretzel page thinking cannot see Pretzel sent,0,0,0,0,0,0,0
another account wanna see bitch,another account wanna see bitch,1,0,0,0,0,0,0
would like see pictures tagging guys,would like see picture tagging guy,0,0,0,0,0,0,0
think private started name angelina something changed still comments like changed name Pretzel pics new one newer one private,think private started name angelina something changed still comment like changed name Pretzel pic new one newer one private,0,0,0,0,0,0,0
figure way send yes,figure way send yes,0,0,0,0,0,0,0
follow cannot defend self run mouth hahaha little bitch,follow cannot defend self run mouth hahaha little bitch,1,0,0,0,0,0,0
laughing lool,laughing lool,0,0,0,0,0,0,0
halloween idea,halloween idea,0,0,0,0,0,0,0
yeah ok scared one else bitch give fuck say got,yeah ok scared one else bitch give fuck say got,1,0,0,0,0,0,0
ugly ugly ugly,ugly ugly ugly,1,0,0,1,0,0,1
oh god to sucks today cause dumb people like ron jersey shore fuck people to bullshit,oh god to suck today cause dumb people like ron jersey shore fuck people to bullshit,1,0,0,0,0,1,1
agreed said to shows nowadays,agreed said to show nowadays,0,0,0,0,0,0,0
guy dumb stupid mad unless gets lots brainless idiot fans,guy dumb stupid mad unless get lot brainless idiot fan,1,0,0,0,0,1,1
laughing loud dude think tibeats would feel walked barbershop like lao,laughing loud dude think tibeats would feel walked barbershop like lao,0,0,0,0,0,0,0
thank finally someone agrees,thank finally someone agrees,0,0,0,0,0,0,0
lao look like kid jiang,lao look like kid jiang,0,0,0,0,0,0,0
laughing bella pony sei un boss,laughing bella pony sei un bos,0,0,0,0,0,0,0
lao look like kid movie haha funny,lao look like kid movie haha funny,0,0,0,0,0,0,0
fucking ugly,fucking ugly,1,0,0,1,0,0,0
loose cunt,loose cunt,1,0,0,0,0,0,0
slut like fuck dad nasty spic,slut like fuck dad nasty spic,1,1,0,0,0,0,1
oh trailertrash calling names oh id rather spic obese daughter laughing loud,oh trailertrash calling name oh id rather spic obese daughter laughing loud,1,0,0,0,0,0,1
lol,lol,0,0,0,0,0,0,0
shame daughter live life like bet thinkin right cannot wait till fucking house look ugly bitch anymore,shame daughter live life like bet thinkin right cannot wait till fucking house look ugly bitch anymore,1,0,0,1,0,0,1
oh wait house box sure even know house,oh wait house box sure even know house,0,0,0,0,0,0,0
lmfaoo hi funny,lmfaoo hi funny,0,0,0,0,0,0,0
bitch fucking told talk bout child fucking weak ass bully low go pick innocent child done hearing going something tired bullying kid cunt,bitch fucking told talk bout child fucking weak as bully low go pick innocent child done hearing going something tired bullying kid cunt,1,0,0,0,0,0,0
saying shit fucken months already world kid favor fucken die already trust missed deadbeat,saying shit fucken month already world kid favor fucken die already trust missed deadbeat,1,0,0,0,0,0,1
fucking die ugly whore,fucking die ugly whore,1,1,0,1,0,0,1
ugly seen old fat boyfriend used crack whore face get started neglected obese kid soo stu crazy cunt dam bounce already,ugly seen old fat boyfriend used crack whore face get started neglected obese kid soo stu crazy cunt dam bounce already,1,0,0,1,0,0,1
ever try state area central jersey crew need cut got,ever try state area central jersey crew need cut got,0,0,0,0,0,0,0
bitch shut fucking mouth wanna talk shit lets give fuck hot ugly crackhead looking bitch ok,bitch shut fucking mouth wanna talk shit let give fuck hot ugly crackhead looking bitch ok,1,0,0,1,0,0,0
weeks later nothing weak ass cunt get fuck jock take care fat ugly syndrome kid bitch,week later nothing weak as cunt get fuck jock take care fat ugly syndrome kid bitch,1,0,0,1,0,0,1
listen little girl lets say way would understand keep talking shit gonna twice worse understand little girl,listen little girl let say way would understand keep talking shit gonna twice worse understand little girl,1,0,0,0,0,0,0
laughing still hot damn trifle hoe,laughing still hot damn trifle hoe,1,1,0,0,0,0,0
wolverine laughing loud,wolverine laughing loud,0,0,0,0,0,0,0
wow please ruin wolverine,wow please ruin wolverine,0,0,0,0,0,0,0
kill retards fighting instagram laughing ass,kill retard fighting instagram laughing as,1,0,0,1,0,0,1
nice abs,nice ab,0,0,0,0,0,0,0
bang bang,bang bang,0,0,0,0,0,0,0
hit temper shot real life,hit temper shot real life,0,0,0,0,0,0,0
last get laid,last get laid,1,1,0,0,0,0,0
oh god nobody gives flying fuck,oh god nobody give flying fuck,1,0,0,0,0,0,0
laughing loud fucking stupid nobody fucking cares first like,laughing loud fucking stupid nobody fucking care first like,1,0,0,0,0,1,0
it like,it like,0,0,0,0,0,0,0
two salty fuck calm,two salty fuck calm,0,0,0,0,0,0,0
laughing loud seriously theres one fucking first like damn,laughing loud seriously there one fucking first like damn,1,0,0,0,0,0,0
mad tired seeing like people saying first,mad tired seeing like people saying first,0,0,0,0,0,0,0
mad fucking instagram go outside kid,mad fucking instagram go outside kid,1,0,0,0,0,0,0
appreciate stating obvious,appreciate stating obvious,0,0,0,0,0,0,0
hi carol,hi carol,0,0,0,0,0,0,0
lookin good brother,lookin good brother,0,0,0,0,0,0,0
kind made look stupid arguing first like,kind made look stupid arguing first like,1,0,0,0,0,1,0
said hypocrite,said hypocrite,1,0,0,0,0,0,0
hahaha moron,hahaha moron,1,0,0,0,0,1,0
dude room talk shit almost likes minute followers,dude room talk shit almost like minute follower,1,0,0,0,0,0,0
fucking queer taking selfies mirror,fucking queer taking selfies mirror,1,0,1,0,0,0,0
tart sick brother,tart sick brother,0,0,0,0,0,0,0
still mad clan let squeaker laughing ass look back,still mad clan let squeaker laughing as look back,0,0,0,0,0,0,0
tat,tat,0,0,0,0,0,0,0
fake,fake,0,0,0,0,0,0,0
tats,tat,0,0,0,0,0,0,0
another selfie added collection hehehhe,another selfie added collection hehehhe,0,0,0,0,0,0,0
swap,swap,0,0,0,0,0,0,0
nice tattoo,nice tattoo,0,0,0,0,0,0,0
put picture tattoo please,put picture tattoo please,0,0,0,0,0,0,0
go outside fucking fat,go outside fucking fat,1,0,0,1,0,0,0
laughing loud fucked bitch,laughing loud fucked bitch,1,1,0,0,0,0,0
know,know,0,0,0,0,0,0,0
um ok,um ok,0,0,0,0,0,0,0
great comeback,great comeback,0,0,0,0,0,0,0
wanna bitch,wanna bitch,1,0,0,0,0,0,0
fucking stupid hell comes arguments comebacks dipshits,fucking stupid hell come argument comeback dipshits,1,0,0,0,0,1,0
fucked mom,fucked mom,1,1,0,0,0,0,0
hot,hot,0,0,0,0,0,0,0
look like gamer,look like gamer,0,0,0,0,0,0,0
fuck tattoos go hi left arm hi right arm,fuck tattoo go hi left arm hi right arm,0,0,0,0,0,0,0
hey tommy could message laughing loud jusbeinhaley guy pretending idea well started dating says lives oklahoma want tell fake steels pictures sends knew nothing faze till last night found everything wanna know truth could please text something wanna know sure please fazetemperr fazetemperr fazetemperr,hey tommy could message laughing loud jusbeinhaley guy pretending idea well started dating say life oklahoma want tell fake steel picture sends knew nothing faze till last night found everything wanna know truth could please text something wanna know sure please fazetemperr fazetemperr fazetemperr,0,0,0,0,0,0,0
amen,amen,0,0,0,0,0,0,0
joking really retarded funny use word fact since believe fairytales,joking really retarded funny use word fact since believe fairytale,1,0,0,0,0,1,1
good job girly young strong mind actually makes sense,good job girly young strong mind actually make sense,0,0,0,0,0,0,0
bully,bully,0,0,0,0,0,0,0
bitch would know,bitch would know,1,0,0,0,0,0,1
world needs like smart girl Smile,world need like smart girl Smile,0,0,0,0,0,0,0
typical low class spic,typical low class spic,1,0,0,0,0,0,1
yea,yea,0,0,0,0,0,0,0
way gay,way gay,0,0,0,0,0,0,0
fairy tale religion christianity bible references hell several times someone preaches definitely know examplesOctopus revelation Octopus thessalonians Octopus matthew Octopus matthew Octopus matthew Octopus daniel Octopus acts Octopus never read die stay underground one day everyone rise go whichever place belong Octopus,fairy tale religion christianity bible reference hell several time someone preaches definitely know examplesOctopus revelation Octopus thessalonian Octopus matthew Octopus matthew Octopus matthew Octopus daniel Octopus act Octopus never read die stay underground one day everyone rise go whichever place belong Octopus,0,0,0,0,0,0,0
god real believing everyone fairy tails open eyes see picture,god real believing everyone fairy tail open eye see picture,1,0,0,0,0,0,1
stop listing book written hundreds years ago,stop listing book written hundred year ago,0,0,0,0,0,0,0
fangs,fang,1,0,1,0,0,0,1
everyone right opinion put people believe,everyone right opinion put people believe,0,0,0,0,0,0,0
god real,god real,0,0,0,0,0,0,0
respect respect belief god respect disbelief,respect respect belief god respect disbelief,0,0,0,0,0,0,0
wow people need learn spell tale tail everyone entitled believe want cannot tell someone stop listing correctly writtenlistening ancient book let everyone beliefs thu,wow people need learn spell tale tail everyone entitled believe want cannot tell someone stop listing correctly writtenlistening ancient book let everyone belief thu,0,0,0,0,0,0,0
believes god let cannot go around telling people beliefs wrong,belief god let cannot go around telling people belief wrong,0,0,0,0,0,0,0
god exist weeks ago cousin walking home hit car cousin injuries hit car flew twenty feet landed ditch do said alive god side believe god fine others fairy tail maybe need open eyes see picture,god exist week ago cousin walking home hit car cousin injury hit car flew twenty foot landed ditch do said alive god side believe god fine others fairy tail maybe need open eye see picture,0,0,0,0,0,0,0
