,Lemmatized_Comment,Sexual_Type1,Sexual_Type2,Physical_Appearance,Race,Intellectual,General_Hate
5636,bible bullshit saying need million year old fuck tell nice people bigger problem instagram debate buy clue wow rock,0,0,0,0,1,0
5637,hahaha guy fucking idiot laughing as,0,0,0,0,1,0
5638,oh god to suck today cause dumb people like ron jersey shore fuck people to bullshit,0,0,0,0,1,0
5639,read verse problem christian see bible verse lose shit even take time actually read believer stupid fuck,0,0,0,0,1,0
5640,look like fucking slow head retarded boy,0,0,0,0,1,0
5641,laughing loud like said dumb peon worthless bitch let u link bitch hard find hoe scary hoe go people page find something comment sad encourage hoe like keep looking,0,0,0,0,1,0
5642,actually double thing laughing loud stupid as bitch ahahahahahahaha funny hair frizzy grow racist grandpa cop said go jail stupid bitch puerto rican think lot laugh loud going happen tagged,0,0,0,0,1,0
5643,aint shit hope rasheed leaf dumb as,0,0,0,0,1,0
5644,hate god believe exists anyone idiot disgusted said would die invisible made genie sky worst kind person,0,0,0,0,1,0
5645,hahaha guy fucking idiot laughing as,0,0,0,0,1,0
5646,need leave sorry as stupid think pull method work google dumbass,0,0,0,0,1,0
5647,fucking kidding right people saying sin gay Peace stu ignorant dumb fuck Peace lie sin Peace cheat Peace sin Peace mistreat people Peace sin Peace sin worst stu mind business life stop judging others,0,0,0,0,1,0
5648,got talking shut fuck ur stupid girlfriend wrong got,0,0,0,0,1,0
5649,idiot,0,0,0,0,1,0
5650,fix mistake yet nothing ever say make sense with illiterate piece trash anyone bully threatening u Pretzel bullying old dumbass,0,0,0,0,1,0
5651,laughing love comment twice human resource later say back bitch cuz quiet hour dumb bitch haha would love see facebook comment getting bet hilarious long continue tag u going anywhere Pretzel going say want got bitch,0,0,0,0,1,0
5652,go fuck believing something retarded inbred,0,0,0,0,1,0
5653,laughing love store using one Pretzel nope going continue since continue fucking tag dumb cunt,0,0,0,0,1,0
5654,pussy talking shit people like going see stupid cunt,0,0,0,0,1,0
5655,one thing sammypetrou whoo care it boyfriend hell think none us except Smile,0,0,0,0,1,0
5656,read verse problem christian see bible verse lose shit even take time actually read believer stupid fuck,0,0,0,0,1,0
5657,stu like damn religious people close minded feel bad grew knowing horrible cycle ignorance,0,0,0,0,1,0
5658,yea cuz made sense fucking moron said see tiny as picture Pretzel far ugly sweetie annoying fuck like care say really haggard as trifle cunt like mean shit thought said like human resource ago noodle cunt,0,0,0,0,1,0
5659,idiot saw fake polo said ralph lauren towel polo ralph lauren make sense purchased dirt bat ross sure comprehend cause as picked laughing loud,0,0,0,0,1,0
5660,going ruin someone else day atleast spell faggot right dumb fuck,0,0,0,0,1,0
5661,well congratulation became stupid throw judgement around sniveling little cunt bash teeth fucking throat enjoy fairy tale life ill laughing die rot ground rest u heaven hell,0,0,0,0,1,0
5662,laughing loud even comment stupid hold,0,0,0,0,1,0
5663,laughing as also look slow mac miller fan look like syndrome,0,0,0,0,1,0
5664,guy dumb stupid mad unless get lot brainless idiot fan,0,0,0,0,1,0
5665,fuck dude yiu suck dick gay dumb fuck know shut fuck ill kick as doubt back fuck go suck dick,0,0,0,0,1,0
5666,anybody roster better biggerPeace orion belt move bigger bigger scab still trying get break punk retard really held belt maybe year day getting count out disqualified count del rio richPeace wrestle ring around bigger proven watching wrestling since nowPeacePeace damn youngster think everything fake Peace yea injury,0,0,0,0,1,0
5667,fool,0,0,0,0,1,0
5668,anybody roster better biggerPeace orion belt move bigger bigger scab still trying get break punk retard really held belt maybe year day getting count out disqualified count del rio richPeace wrestle ring around bigger proven watching wrestling since nowPeacePeace damn youngster think everything fake Peace yea injury,0,0,0,0,1,0
5669,moron even read bible youd know say approve gay marriage god make u term intended marriage man woman want marry girl girl great problem degrade religion make something problem gay act like unique love sex special treated different god love u approve approve get married care take god part,0,0,0,0,1,0
5670,fucking kidding right people saying sin gay Peace stu ignorant dumb fuck Peace lie sin Peace cheat Peace sin Peace mistreat people Peace sin Peace sin worst stu mind business life stop judging others,0,0,0,0,1,0
5671,stop ignorant got fucking nerve tell someone cannot love,0,0,0,0,1,0
5672,link bitch please lame goodbye personally care hater fan think bad well atleast one lol damn bitch concentrate little hole wall swimwear ahahahahahaha,0,0,0,0,1,0
5673,inbred human inbred dog specie suh stupid fuck best come back exist matt williams say well dave chappelle two people claim offered deal join turned career ruined,0,0,0,0,1,0
5674,feel sorry people like judgement day regret never believing god bigger powerful anything jesus love jesus everything good fairy tale happened people like respect anyones religion cannot keep mouth shut came page fight someone opinion one undoubtedly stubborn idiotic mind earth,0,0,0,0,1,0
5675,going burn hell post lord end negativity Snail bitch kill vibe Snail idiot,0,0,0,0,1,0
5676,laughing fucking psychopathic nut seriously hell going sit Pretzel threaten u call u bully world make sense dumb cunt sparta laughing pathetic piece shit,0,0,0,0,1,0
5677,laughing loud like said dumb peon worthless bitch let u link bitch hard find hoe scary hoe go people page find something comment sad encourage hoe like keep looking,0,0,0,0,1,0
5678,okay like every black person earth ignorant stupid done comment one time block ugly as,0,0,0,0,1,0
5679,married long old still know shit black as clown ur scum,0,0,0,0,1,0
5680,got talking shut fuck ur stupid girlfriend wrong got,0,0,0,0,1,0
5681,lao hair frizzy white a hair pretty fucking ugly stupid as bitch go forever obviously getting tag one thing dare double,0,0,0,0,1,0
5682,laughing loud like said dumb peon worthless bitch let u link bitch hard find hoe scary hoe go people page find something comment sad encourage hoe like keep looking,0,0,0,0,1,0
5683,laughing loud like said dumb peon worthless bitch let u link bitch hard find hoe scary hoe go people page find something comment sad encourage hoe like keep looking,0,0,0,0,1,0
5684,bitch come back continue tag shit fucking moron cannot comprehend statement yes ig everyday celebrity running mouth acting like harass like Pretzel bullying threatening people yes dumb fucking cunt,0,0,0,0,1,0
5685,fuck bitch hoe done fuck everybody done got pussy suh dumb bitch,0,0,0,0,1,0
5686,oh good lord going week shit Pretzel bitch legitimate fucked head going hear talk kid perfect mother speech fair warning always happens course psycho crazy bitch back like herpes yes think gone bam popping pic mad hating serious fucking issue,0,0,0,0,1,0
5687,yaPenguin shit tPenguino different level undercover brother selfishly Penguinanna kill unborn cannot even properly communicate Penguin selfless Penguinoman cannot communicate period u selfish like punk gay as kirk,0,0,0,0,1,0
5688,bum stupid,0,0,0,0,1,0
5689,fucking stupid hell come argument comeback dipshits,0,0,0,0,1,0
5690,course fucking cartoon moron,0,0,0,0,1,0
5691,joking really retarded funny use word fact since believe fairytale,0,0,0,0,1,0
5692,yea know get around yes moron seen pic tagged Pretzel Pretzel one tried tag know whole user name yup nice try Pretzel sent seen nothing private online moron way around everything Pretzel know,0,0,0,0,1,0
5693,idiot saw fake polo said ralph lauren towel polo ralph lauren make sense purchased dirt bat ross sure comprehend cause as picked laughing loud,0,0,0,0,1,0
5694,yea know get around yes moron seen pic tagged Pretzel Pretzel one tried tag know whole user name yup nice try Pretzel sent seen nothing private online moron way around everything Pretzel know,0,0,0,0,1,0
5695,bitch yes spell ig college writing paper jug fucking graduated the grade familiar considering never went passed kindergarten retarded fuck,0,0,0,0,1,0
5696,idiot horrible grammar,0,0,0,0,1,0
5697,yea cuz made sense fucking moron said see tiny as picture Pretzel far ugly sweetie annoying fuck like care say really haggard as trifle cunt like mean shit thought said like human resource ago noodle cunt,0,0,0,0,1,0
5698,going ruin someone else day atleast spell faggot right dumb fuck,0,0,0,0,1,0
5699,got talking shut fuck ur stupid girlfriend wrong got,0,0,0,0,1,0
5700,stu bitch sound stupid going quote someone say fuck said completely ya worried rid pussy anyways ya hoe chucking everyone hi city Pretzel ya still broke for Whatever,0,0,0,0,1,0
5701,least look better,0,0,0,0,1,0
5702,mistake meant ugly crackhead as enjoys raped always come,0,0,0,0,1,0
5703,anybody roster better biggerPeace orion belt move bigger bigger scab still trying get break punk retard really held belt maybe year day getting count out disqualified count del rio richPeace wrestle ring around bigger proven watching wrestling since nowPeacePeace damn youngster think everything fake Peace yea injury,0,0,0,0,1,0
5704,u back dumb cunt started shit back fucken lowlife,0,0,0,0,1,0
5705,got talking shut fuck ur stupid girlfriend wrong got,0,0,0,0,1,0
5706,fool,0,0,0,0,1,0
5707,hate god believe exists anyone idiot disgusted said would die invisible made genie sky worst kind person,0,0,0,0,1,0
5708,god sake please learn spell illiterate piece shit Smile,0,0,0,0,1,0
5709,cannot believe jPenguinoPenguinPenguin put pic Penguin stupid fun comment people leave try spending energy something positive instead arguing circle ig point equal right today ruling step right direction,0,0,0,0,1,0
5710,pussy talking shit people like going see stupid cunt,0,0,0,0,1,0
5711,u back dumb cunt started shit back fucken lowlife,0,0,0,0,1,0
5712,laughing love store using one Pretzel nope going continue since continue fucking tag dumb cunt,0,0,0,0,1,0
5713,u back dumb cunt started shit back fucken lowlife,0,0,0,0,1,0
5714,well maybe yes read shit send Pretzel learn fucking spell idiot call someone else shit yea exactly back life shit laughing wish could sit home day ig,0,0,0,0,1,0
5715,u back dumb cunt started shit back fucken lowlife,0,0,0,0,1,0
5716,shut fuck grow pair stop arguing with everyone obviously nobody like keep telling shut fuck princess one care ugly contest bull shot matthew picture pregnant people like give shit grammar give two shit grammar fucking dictionary,0,0,0,0,1,0
5717,cannot believe jPenguinoPenguinPenguin put pic Penguin stupid fun comment people leave try spending energy something positive instead arguing circle ig point equal right today ruling step right direction,0,0,0,0,1,0
5718,bitch stupid ke,0,0,0,0,1,0
5719,record family fiance ton friend unlike obviously people want around yes dumbass bitch,0,0,0,0,1,0
5720,joking really retarded funny use word fact since believe fairytale,0,0,0,0,1,0
5721,one chooses gay idiot shut fuck teenage boy clearly know talking go back school,0,0,0,0,1,0
5722,kind made look stupid arguing first like,0,0,0,0,1,0
5723,cannot believe jPenguinoPenguinPenguin put pic Penguin stupid fun comment people leave try spending energy something positive instead arguing circle ig point equal right today ruling step right direction,0,0,0,0,1,0
5724,course stay true dumbass chris meal ticket nigga really dumb real commend bitch tho know play game dumb ass falling laughing loud,0,0,0,0,1,0
5725,stop commenting picture fag reported right bitch know shit soccer name boating show know something soccer know shit go play american football one goal raping least grow white trash stop commenting pic get gang better stu respect boating bet suck soccer,0,0,0,0,1,0
5726,oh god to suck today cause dumb people like ron jersey shore fuck people to bullshit,0,0,0,0,1,0
5727,ignorant fool,0,0,0,0,1,0
5728,cannot believe honestly retarded know inbred mean illuminate life dumb nigger,0,0,0,0,1,0
5729,laughing loud seriously think would affect stripper really rundown photo shop picture actual house actual car lol nurse peon love people assume show level ignorance poor laughing loud grow poor parent doctor get life busy ig sad,0,0,0,0,1,0
5730,joke must stupid realize sarcastic gang crap proving huge soccer fan higher soccer,0,0,0,0,1,0
5731,bitch yes spell ig college writing paper jug fucking graduated the grade familiar considering never went passed kindergarten retarded fuck,0,0,0,0,1,0
5732,ever say getting nigger said wrestling fan japan know average every country world consumer japanese alcohol dipshit better get fact straight watching shit decade half pretty sure know hell lot,0,0,0,0,1,0
5733,sound like ignorant fool straight believe live let live help pas judgement god dumb girl idea saying,0,0,0,0,1,0
5734,fucking ignorant stupid cunt,0,0,0,0,1,0
5735,dude nice try though bud besides call lifter could fuck dumb korean as,0,0,0,0,1,0
5736,guy dumb stupid mad unless get lot brainless idiot fan,0,0,0,0,1,0
5737,leave rasheed reputation non existence clearly let medium show overshadow role husband father show temporary hoe temporary little fake as character adopted temporary dare disrespect wife to lookin like damn fool past episode honored beautiful wife faithful afraid voice faithfulness still whole world think fucking faggot see bad cute please give girl recognition continuing love despite stupidity love hip hop get famous forget real kirk never posted anything celebs wall sincerely disappointed lot fan know show old pray come sens stopped bullshit make mistake national to careful say never know end battle later stay prayed,0,0,0,0,1,0
5738,point retard reread conversation comment logical response,0,0,0,0,1,0
5739,idiot horrible grammar,0,0,0,0,1,0
5740,choose straight could attracted sex tried fucking moron go fuck,0,0,0,0,1,0
5741,one chooses gay idiot shut fuck teenage boy clearly know talking go back school,0,0,0,0,1,0
5742,laughing loud even comment stupid hold,0,0,0,0,1,0
5743,one chooses gay idiot shut fuck teenage boy clearly know talking go back school,0,0,0,0,1,0
5744,choose straight could attracted sex tried fucking moron go fuck,0,0,0,0,1,0
5745,anybody roster better biggerPeace orion belt move bigger bigger scab still trying get break punk retard really held belt maybe year day getting count out disqualified count del rio richPeace wrestle ring around bigger proven watching wrestling since nowPeacePeace damn youngster think everything fake Peace yea injury,0,0,0,0,1,0
5746,fool,0,0,0,0,1,0
5747,fucking stupid hell come argument comeback dipshits,0,0,0,0,1,0
5748,god sake please learn spell illiterate piece shit Smile,0,0,0,0,1,0
5749,real cool copying everything say Pretzel yes comment make sense know put word together make legitimate sentence uh blah whatever like to everything said made perfect sense intelligent enough understand read shit correctly yes dumb cunt sorry go around sticking dick mouth like,0,0,0,0,1,0
5750,laughing love comment twice human resource later say back bitch cuz quiet hour dumb bitch haha would love see facebook comment getting bet hilarious long continue tag u going anywhere Pretzel going say want got bitch,0,0,0,0,1,0
5751,joking really retarded funny use word fact since believe fairytale,0,0,0,0,1,0
5752,laughing loud god anything exist satan exist either stop living fairy tale world fucking adult,0,0,0,0,1,0
5753,fucking kidding right people saying sin gay Peace stu ignorant dumb fuck Peace lie sin Peace cheat Peace sin Peace mistreat people Peace sin Peace sin worst stu mind business life stop judging others,0,0,0,0,1,0
5754,laughing as also look slow mac miller fan look like syndrome,0,0,0,0,1,0
5755,fix mistake yet nothing ever say make sense with illiterate piece trash anyone bully threatening u Pretzel bullying old dumbass,0,0,0,0,1,0
5756,god cunt religion barbaric ashamed childish way fuck,0,0,0,0,1,0
5757,fucking ignorant stupid cunt,0,0,0,0,1,0
5758,laughing loud even comment stupid hold,0,0,0,0,1,0
5759,excuse know age fucking matter dumb bitch bullying matter age laughing one telling u get hit car kill etc worthless piece shit crackhead,0,0,0,0,1,0
5760,know hoe ok peace stupid boyfriend get friend start talking shit started need know virgin guy started calling nigger get guy need leave alone person bye,0,0,0,0,1,0
5761,u back dumb cunt started shit back fucken lowlife,0,0,0,0,1,0
5762,shut fuck grow pair stop arguing with everyone obviously nobody like keep telling shut fuck princess one care ugly contest bull shot matthew picture pregnant people like give shit grammar give two shit grammar fucking dictionary,0,0,0,0,1,0
5763,joking really retarded funny use word fact since believe fairytale,0,0,0,0,1,0
5764,need leave sorry as stupid think pull method work google dumbass,0,0,0,0,1,0
5765,laughing really dumb feel sorry,0,0,0,0,1,0
5766,idiot,0,0,0,0,1,0
5767,solid proof god real would pas science lab tool,0,0,0,0,1,0
5768,fix mistake yet nothing ever say make sense with illiterate piece trash anyone bully threatening u Pretzel bullying old dumbass,0,0,0,0,1,0
5769,one chooses gay idiot shut fuck teenage boy clearly know talking go back school,0,0,0,0,1,0
5770,need leave sorry as stupid think pull method work google dumbass,0,0,0,0,1,0
5771,pussy talking shit people like going see stupid cunt,0,0,0,0,1,0
5772,choose straight could attracted sex tried fucking moron go fuck,0,0,0,0,1,0
5773,bitch stupid ke,0,0,0,0,1,0
5774,like said million time yet cannot read never bullied fucking child child matter could read right woulda seen week ago started shit good luck false report Pretzel way go tagging u stupid saying picture page thinking cannot see news flash sweetheart seen cuz smarter Pretzel see pic joke,0,0,0,0,1,0
5775,bitch yes spell ig college writing paper jug fucking graduated the grade familiar considering never went passed kindergarten retarded fuck,0,0,0,0,1,0
5776,bum stupid,0,0,0,0,1,0
5777,u back dumb cunt started shit back fucken lowlife,0,0,0,0,1,0
5778,laughing love comment twice human resource later say back bitch cuz quiet hour dumb bitch haha would love see facebook comment getting bet hilarious long continue tag u going anywhere Pretzel going say want got bitch,0,0,0,0,1,0
5779,oh good lord going week shit Pretzel bitch legitimate fucked head going hear talk kid perfect mother speech fair warning always happens course psycho crazy bitch back like herpes yes think gone bam popping pic mad hating serious fucking issue,0,0,0,0,1,0
5780,excuse know age fucking matter dumb bitch bullying matter age laughing one telling u get hit car kill etc worthless piece shit crackhead,0,0,0,0,1,0
5781,fix mistake yet nothing ever say make sense with illiterate piece trash anyone bully threatening u Pretzel bullying old dumbass,0,0,0,0,1,0
5782,point retard reread conversation comment logical response,0,0,0,0,1,0
5783,gay country dumb chink bitch make sense go kill ugly bitch,0,0,0,0,1,0
5784,fucking stupid hell come argument comeback dipshits,0,0,0,0,1,0
5785,yet bully laughing look saying moron seriously one stupid,0,0,0,0,1,0
5786,real cool copying everything say Pretzel yes comment make sense know put word together make legitimate sentence uh blah whatever like to everything said made perfect sense intelligent enough understand read shit correctly yes dumb cunt sorry go around sticking dick mouth like,0,0,0,0,1,0
5787,bitch stupid ke,0,0,0,0,1,0
5788,stop commenting picture fag reported right bitch know shit soccer name boating show know something soccer know shit go play american football one goal raping least grow white trash stop commenting pic get gang better stu respect boating bet suck soccer,0,0,0,0,1,0
5789,hahaha guy fucking idiot laughing as,0,0,0,0,1,0
5790,stu like damn religious people close minded feel bad grew knowing horrible cycle ignorance,0,0,0,0,1,0
5791,everything bible true real dense cunt know fuck holy spirit fuck god fuck jesus christ died shit fucking cunt,0,0,0,0,1,0
5792,need leave sorry as stupid think pull method work google dumbass,0,0,0,0,1,0
5793,choose straight could attracted sex tried fucking moron go fuck,0,0,0,0,1,0
5794,fucking stupid hell come argument comeback dipshits,0,0,0,0,1,0
5795,bible bullshit saying need million year old fuck tell nice people bigger problem instagram debate buy clue wow rock,0,0,0,0,1,0
5796,actually double thing laughing loud stupid as bitch ahahahahahahaha funny hair frizzy grow racist grandpa cop said go jail stupid bitch puerto rican think lot laugh loud going happen tagged,0,0,0,0,1,0
5797,ignorant fool,0,0,0,0,1,0
5798,fucking stupid hell come argument comeback dipshits,0,0,0,0,1,0
5799,hahaha guy fucking idiot laughing as,0,0,0,0,1,0
5800,oh god dense fucking stupid as hoe learn fucking spell try call people retarded fucking idiot keep threatening go better bullshit lie bullying child like said show please bitch,0,0,0,0,1,0
5801,bravo best thing heard day overtime open crusty cocksucker everyone unintelligent,0,0,0,0,1,0
5802,one girl probably even finished high school,0,0,0,0,1,0
5803,cannot believe honestly retarded know inbred mean illuminate life dumb nigger,0,0,0,0,1,0
5804,exactly fucking dumbass hit dat child abuse cuz know,0,0,0,0,1,0
5805,stu bitch sound stupid going quote someone say fuck said completely ya worried rid pussy anyways ya hoe chucking everyone hi city Pretzel ya still broke for Whatever,0,0,0,0,1,0
5806,wow fucking dense first christian man giving people money proof god good hearted guy would way atheist guy coma pulled body strong happens time doctor tell people never recover saying god torture child test faith fucking evil make hate dumb as believer even,0,0,0,0,1,0
5807,idiot saw fake polo said ralph lauren towel polo ralph lauren make sense purchased dirt bat ross sure comprehend cause as picked laughing loud,0,0,0,0,1,0
5808,idiot saw fake polo said ralph lauren towel polo ralph lauren make sense purchased dirt bat ross sure comprehend cause as picked laughing loud,0,0,0,0,1,0
5809,everything bible true real dense cunt know fuck holy spirit fuck god fuck jesus christ died shit fucking cunt,0,0,0,0,1,0
5810,yaPenguin shit tPenguino different level undercover brother selfishly Penguinanna kill unborn cannot even properly communicate Penguin selfless Penguinoman cannot communicate period u selfish like punk gay as kirk,0,0,0,0,1,0
5811,dude nice try though bud besides call lifter could fuck dumb korean as,0,0,0,0,1,0
5812,laughing loud like said dumb peon worthless bitch let u link bitch hard find hoe scary hoe go people page find something comment sad encourage hoe like keep looking,0,0,0,0,1,0
5813,real stupidest person ever talked,0,0,0,0,1,0
5814,bitch shut fuck dumbass nobody ask information shut fuck,0,0,0,0,1,0
5815,need leave sorry as stupid think pull method work google dumbass,0,0,0,0,1,0
5816,one chooses gay idiot shut fuck teenage boy clearly know talking go back school,0,0,0,0,1,0
5817,funny mock age yet maturity lack year much anger brought use profanity try convince unproven point proven uneducated little man nice day,0,0,0,0,1,0
5818,go fuck believing something retarded inbred,0,0,0,0,1,0
5819,agreed,0,0,0,0,1,0
5820,atheist cool make get argument like stupid as idiot like time people think live fairy tale rewarded death sad much hope dead gone forever,0,0,0,0,1,0
5821,ok bambi block guess bitch cannot handle truth lol give fuck better cause bout say shit told cannot rap rasheed beat hoe as dumb bitch,0,0,0,0,1,0
5822,quick jump everyone spelling shit cannot spell either fucking read,0,0,0,0,1,0
5823,slave stupid as rule book written thousand year ago would anyone choose stupid,0,0,0,0,1,0
5824,fix mistake yet nothing ever say make sense with illiterate piece trash anyone bully threatening u Pretzel bullying old dumbass,0,0,0,0,1,0
5825,guy dumb stupid mad unless get lot brainless idiot fan,0,0,0,0,1,0
5826,idiot,0,0,0,0,1,0
5827,laughing loud seriously think would affect stripper really rundown photo shop picture actual house actual car lol nurse peon love people assume show level ignorance poor laughing loud grow poor parent doctor get life busy ig sad,0,0,0,0,1,0
5828,point retard reread conversation comment logical response,0,0,0,0,1,0
5829,ok bambi block guess bitch cannot handle truth lol give fuck better cause bout say shit told cannot rap rasheed beat hoe as dumb bitch,0,0,0,0,1,0
5830,yeah clearly understand context said commenting fact randy orion better doll bigger kick as lose overtime implies know randy orion actually competing superstar rather putting show entertainer whose retard oh yeah still,0,0,0,0,1,0
5831,fix mistake yet nothing ever say make sense with illiterate piece trash anyone bully threatening u Pretzel bullying old dumbass,0,0,0,0,1,0
5832,bitch yes spell ig college writing paper jug fucking graduated the grade familiar considering never went passed kindergarten retarded fuck,0,0,0,0,1,0
5833,reread conversation day ago proved wrong anybody reread know right know soccer ever know since last name boating must arrogant professional player know nothing soccer one goal raping someone happened extra time say even grow asshole,0,0,0,0,1,0
5834,fucking stupid hell come argument comeback dipshits,0,0,0,0,1,0
5835,belief live whole life believing god Whatever live life way want tooWhatever dead wrong happen right Whatever find one way otherWhatever stubborn assholeWhatever mean atheist would come onto christian page reason pick fight opinion dumb fucking opinion Whatever knew people uneducated know badWhatever,0,0,0,0,1,0
5836,oh sure would disrespect front baby father poor owns business landscaping california hah met work nurse stripper laughing loud even body strip use brain lol ugly feel sorry wife ignorant husband nobody outside ig place voice,0,0,0,0,1,0
5837,bitch stupid ke,0,0,0,0,1,0
5838,would talk fucking dumbass would get chance bitch,0,0,0,0,1,0
5839,reread conversation day ago proved wrong anybody reread know right know soccer ever know since last name boating must arrogant professional player know nothing soccer one goal raping someone happened extra time say even grow asshole,0,0,0,0,1,0
5840,laughing love comment twice human resource later say back bitch cuz quiet hour dumb bitch haha would love see facebook comment getting bet hilarious long continue tag u going anywhere Pretzel going say want got bitch,0,0,0,0,1,0
5841,laughing loud seriously think would affect stripper really rundown photo shop picture actual house actual car lol nurse peon love people assume show level ignorance poor laughing loud grow poor parent doctor get life busy ig sad,0,0,0,0,1,0
5842,yes dumb fucking blind cunt bully child damn ridiculous,0,0,0,0,1,0
5843,stupid insult,0,0,0,0,1,0
5844,laughing fucking psychopathic nut seriously hell going sit Pretzel threaten u call u bully world make sense dumb cunt sparta laughing pathetic piece shit,0,0,0,0,1,0
5845,fucking kidding right people saying sin gay Peace stu ignorant dumb fuck Peace lie sin Peace cheat Peace sin Peace mistreat people Peace sin Peace sin worst stu mind business life stop judging others,0,0,0,0,1,0
5846,hahaha moron,0,0,0,0,1,0
5847,cannot believe jPenguinoPenguinPenguin put pic Penguin stupid fun comment people leave try spending energy something positive instead arguing circle ig point equal right today ruling step right direction,0,0,0,0,1,0
5848,atheist cool make get argument like stupid as idiot like time people think live fairy tale rewarded death sad much hope dead gone forever,0,0,0,0,1,0
5849,laughing love comment twice human resource later say back bitch cuz quiet hour dumb bitch haha would love see facebook comment getting bet hilarious long continue tag u going anywhere Pretzel going say want got bitch,0,0,0,0,1,0
5850,going ruin someone else day atleast spell faggot right dumb fuck,0,0,0,0,1,0
5851,dumbass learn fucking english,0,0,0,0,1,0
5852,god sake please learn spell illiterate piece shit Smile,0,0,0,0,1,0
5853,fellow racist white men please keep ignorant comment learned ignorant parent point disrespecting via internet say looser always leave social medium,0,0,0,0,1,0
5854,fix mistake yet nothing ever say make sense with illiterate piece trash anyone bully threatening u Pretzel bullying old dumbass,0,0,0,0,1,0
5855,care to making look dumb hell fucking trash as hoe use term turn cause got fucked dummy,0,0,0,0,1,0
5856,feel sorry people like judgement day regret never believing god bigger powerful anything jesus love jesus everything good fairy tale happened people like respect anyones religion cannot keep mouth shut came page fight someone opinion one undoubtedly stubborn idiotic mind earth,0,0,0,0,1,0
5857,know hoe ok peace stupid boyfriend get friend start talking shit started need know virgin guy started calling nigger get guy need leave alone person bye,0,0,0,0,1,0
5858,actually double thing laughing loud stupid as bitch ahahahahahahaha funny hair frizzy grow racist grandpa cop said go jail stupid bitch puerto rican think lot laugh loud going happen tagged,0,0,0,0,1,0
5859,really mean really come flawed one fuck u know measly human arrogant think know happens die god want god even exists book ridiculous honest answer question god exists know stop making look like idiot,0,0,0,0,1,0
5860,inbred human inbred dog specie suh stupid fuck best come back exist matt williams say well dave chappelle two people claim offered deal join turned career ruined,0,0,0,0,1,0
5861,forget god created everything Whatever jesus real person Whatever know time go abuse christ ad abbreviation Snailanno dominiSnail mean Snail year lordSnail latin mean real also say abuse ad history bookWhatever holy shit way real person uneducated fuck,0,0,0,0,1,0
5862,hahaha ah jamal cross border dumb as think speak sure teach africa running gay pedophile stu already told world cup mexico squad still hating cause smashed ganna Watching wif get dick nasty crusty wrinkly as nigga,0,0,0,0,1,0
5863,wow fucking dense first christian man giving people money proof god good hearted guy would way atheist guy coma pulled body strong happens time doctor tell people never recover saying god torture child test faith fucking evil make hate dumb as believer even,0,0,0,0,1,0
5864,fucking ignorant stupid cunt,0,0,0,0,1,0
5865,stu like damn religious people close minded feel bad grew knowing horrible cycle ignorance,0,0,0,0,1,0
5866,oh god dense fucking stupid as hoe learn fucking spell try call people retarded fucking idiot keep threatening go better bullshit lie bullying child like said show please bitch,0,0,0,0,1,0
5867,stop ignorant got fucking nerve tell someone cannot love,0,0,0,0,1,0
5868,course fucking cartoon moron,0,0,0,0,1,0
5869,ever say getting nigger said wrestling fan japan know average every country world consumer japanese alcohol dipshit better get fact straight watching shit decade half pretty sure know hell lot,0,0,0,0,1,0
5870,okay like every black person earth ignorant stupid done comment one time block ugly as,0,0,0,0,1,0
5871,stupid insult,0,0,0,0,1,0
5872,laughing fucking psychopathic nut seriously hell going sit Pretzel threaten u call u bully world make sense dumb cunt sparta laughing pathetic piece shit,0,0,0,0,1,0
5873,stu bitch sound stupid going quote someone say fuck said completely ya worried rid pussy anyways ya hoe chucking everyone hi city Pretzel ya still broke for Whatever,0,0,0,0,1,0
5874,fuck dude yiu suck dick gay dumb fuck know shut fuck ill kick as doubt back fuck go suck dick,0,0,0,0,1,0
5875,laughing loud fucking stupid nobody fucking care first like,0,0,0,0,1,0
5876,say birth control idiot natural form population control exists nature need homosexuality specie learn bit science read getting head stuck as,0,0,0,0,1,0
5877,would talk fucking dumbass would get chance bitch,0,0,0,0,1,0
5878,would talk fucking dumbass would get chance bitch,0,0,0,0,1,0
5879,laughing fucking psychopathic nut seriously hell going sit Pretzel threaten u call u bully world make sense dumb cunt sparta laughing pathetic piece shit,0,0,0,0,1,0
5880,agreed,0,0,0,0,1,0
5881,leave rasheed reputation non existence clearly let medium show overshadow role husband father show temporary hoe temporary little fake as character adopted temporary dare disrespect wife to lookin like damn fool past episode honored beautiful wife faithful afraid voice faithfulness still whole world think fucking faggot see bad cute please give girl recognition continuing love despite stupidity love hip hop get famous forget real kirk never posted anything celebs wall sincerely disappointed lot fan know show old pray come sens stopped bullshit make mistake national to careful say never know end battle later stay prayed,0,0,0,0,1,0
5882,well congratulation became stupid throw judgement around sniveling little cunt bash teeth fucking throat enjoy fairy tale life ill laughing die rot ground rest u heaven hell,0,0,0,0,1,0
5883,bitch stupid ke,0,0,0,0,1,0
5884,laughing love store using one Pretzel nope going continue since continue fucking tag dumb cunt,0,0,0,0,1,0
5885,wow fucking dense first christian man giving people money proof god good hearted guy would way atheist guy coma pulled body strong happens time doctor tell people never recover saying god torture child test faith fucking evil make hate dumb as believer even,0,0,0,0,1,0
5886,course stay true dumbass chris meal ticket nigga really dumb real commend bitch tho know play game dumb ass falling laughing loud,0,0,0,0,1,0
